"","resp","reject_adj_1","reject_adj_2","sd_reject_adj_1","sd_reject_adj_2","reject_adj","reject_adj_al_2","reject_adj_s_1","reject_adj_s_2","ASN_target_pbo","ASN_target_1","ASN_target_2","eta_RAR","ASN_s_1","ASN_s_2","ASN_s_sig_1","ASN_s_sig_2","ASN_pbo","ASN_1","ASN_2","reject_1","reject_2","bias_1","bias_2","bias_3","selected_dose_1","selected_dose_2","mean_lim_prob_pbo","mean_lim_prob_1","mean_lim_prob_2","sd_lim_prob_pbo","sd_lim_prob_1","sd_lim_prob_2","prop_1","prop_2","prop_3","sd_prop_1","sd_prop_2","sd_prop_3","func","n_total_RAR","m_RAR","h_RAR","n_looks_RAR","ASN_pbo_sd","ASN_1_sd","ASN_2_sd"
"1","0.151, 0.282, 0.4","0.28308","0.80304","0.4504972","0.3977038","0.8186","0.26752","0.04827","0.77033",84,66,30,"9","67.69995","61.97576","68.97898","62.32699","50.32429","66.93744","68.49753","0.39469","0.8773","-0.004787791","0.01118377","-0.01475306","0.07692","0.92308","0.2504648","0.354537","0.3949982","0.05827981","0.04625844","0.04496536","0.2795794","0.3451919","0.3752287","0.03268112","0.02622297","0.02474548","phi","180","90","1","90","5.882602","4.345834","4.63311"
